strike,volume,option_type,contract_symbol,contract_display_name,contract_display_name_abbreviated,,strike price text,volume text
330,1403,PUT,TSLA251107P00330000,"TSLA Nov 7, 2025 330.00 put",TSLA 11/07/25 330.0P,,330 Strike price TSLA,"1,403 Volume"
470,1399,CALL,TSLA260116C00470000,"TSLA Jan 16, 2026 470.00 call",TSLA 01/16/26 470.0C,,470 Strike price TSLA,"1,399 Volume"
530,1397,CALL,TSLA251114C00530000,"TSLA Nov 14, 2025 530.00 call",TSLA 11/14/25 530.0C,,530 Strike price TSLA,"1,397 Volume"
315,1387,PUT,TSLA251107P00315000,"TSLA Nov 7, 2025 315.00 put",TSLA 11/07/25 315.0P,,315 Strike price TSLA,"1,387 Volume"
517.5,1366,CALL,TSLA251114C00517500,"TSLA Nov 14, 2025 517.50 call",TSLA 11/14/25 517.5C,,518 Strike price TSLA,"1,366 Volume"
480,1346,CALL,TSLA251219C00480000,"TSLA Dec 19, 2025 480.00 call",TSLA 12/19/25 480.0C,,480 Strike price TSLA,"1,346 Volume"
495,1344,CALL,TSLA251114C00495000,"TSLA Nov 14, 2025 495.00 call",TSLA 11/14/25 495.0C,,495 Strike price TSLA,"1,344 Volume"
405,1337,PUT,TSLA251121P00405000,"TSLA Nov 21, 2025 405.00 put",TSLA 11/21/25 405.0P,,405 Strike price TSLA,"1,337 Volume"
540,1333,CALL,TSLA251107C00540000,"TSLA Nov 7, 2025 540.00 call",TSLA 11/07/25 540.0C,,540 Strike price TSLA,"1,333 Volume"
532.5,1326,CALL,TSLA251107C00532500,"TSLA Nov 7, 2025 532.50 call",TSLA 11/07/25 532.5C,,533 Strike price TSLA,"1,326 Volume"
275,1309,PUT,TSLA251114P00275000,"TSLA Nov 14, 2025 275.00 put",TSLA 11/14/25 275.0P,,275 Strike price TSLA,"1,309 Volume"
452.5,1308,CALL,TSLA251121C00452500,"TSLA Nov 21, 2025 452.50 call",TSLA 11/21/25 452.5C,,453 Strike price TSLA,"1,308 Volume"
500,1294,CALL,TSLA260220C00500000,"TSLA Feb 20, 2026 500.00 call",TSLA 02/20/26 500.0C,,500 Strike price TSLA,"1,294 Volume"
485,1284,CALL,TSLA251219C00485000,"TSLA Dec 19, 2025 485.00 call",TSLA 12/19/25 485.0C,,485 Strike price TSLA,"1,284 Volume"
350,1282,PUT,TSLA251114P00350000,"TSLA Nov 14, 2025 350.00 put",TSLA 11/14/25 350.0P,,350 Strike price TSLA,"1,282 Volume"
465,1271,PUT,TSLA251114P00465000,"TSLA Nov 14, 2025 465.00 put",TSLA 11/14/25 465.0P,,465 Strike price TSLA,"1,271 Volume"
500,1261,CALL,TSLA260618C00500000,"TSLA Jun 18, 2026 500.00 call",TSLA 06/18/26 500.0C,,500 Strike price TSLA,"1,261 Volume"
445,1259,PUT,TSLA251121P00445000,"TSLA Nov 21, 2025 445.00 put",TSLA 11/21/25 445.0P,,445 Strike price TSLA,"1,259 Volume"
457.5,1249,CALL,TSLA251114C00457500,"TSLA Nov 14, 2025 457.50 call",TSLA 11/14/25 457.5C,,458 Strike price TSLA,"1,249 Volume"
392.5,1228,PUT,TSLA251107P00392500,"TSLA Nov 7, 2025 392.50 put",TSLA 11/07/25 392.5P,,393 Strike price TSLA,"1,228 Volume"
370,1221,PUT,TSLA251107P00370000,"TSLA Nov 7, 2025 370.00 put",TSLA 11/07/25 370.0P,,370 Strike price TSLA,"1,221 Volume"
485,1213,CALL,TSLA251121C00485000,"TSLA Nov 21, 2025 485.00 call",TSLA 11/21/25 485.0C,,485 Strike price TSLA,"1,213 Volume"
540,1209,CALL,TSLA251114C00540000,"TSLA Nov 14, 2025 540.00 call",TSLA 11/14/25 540.0C,,540 Strike price TSLA,"1,209 Volume"
880,1205,CALL,TSLA260320C00880000,"TSLA Mar 20, 2026 880.00 call",TSLA 03/20/26 880.0C,,880 Strike price TSLA,"1,205 Volume"
365,1203,PUT,TSLA251114P00365000,"TSLA Nov 14, 2025 365.00 put",TSLA 11/14/25 365.0P,,365 Strike price TSLA,"1,203 Volume"
382.5,1195,PUT,TSLA251107P00382500,"TSLA Nov 7, 2025 382.50 put",TSLA 11/07/25 382.5P,,383 Strike price TSLA,"1,195 Volume"
340,1192,PUT,TSLA251107P00340000,"TSLA Nov 7, 2025 340.00 put",TSLA 11/07/25 340.0P,,340 Strike price TSLA,"1,192 Volume"
535,1177,CALL,TSLA251107C00535000,"TSLA Nov 7, 2025 535.00 call",TSLA 11/07/25 535.0C,,535 Strike price TSLA,"1,177 Volume"
430,1171,CALL,TSLA251121C00430000,"TSLA Nov 21, 2025 430.00 call",TSLA 11/21/25 430.0C,,430 Strike price TSLA,"1,171 Volume"
442.5,1166,PUT,TSLA251114P00442500,"TSLA Nov 14, 2025 442.50 put",TSLA 11/14/25 442.5P,,443 Strike price TSLA,"1,166 Volume"
410,1140,PUT,TSLA260116P00410000,"TSLA Jan 16, 2026 410.00 put",TSLA 01/16/26 410.0P,,410 Strike price TSLA,"1,140 Volume"
430,1116,PUT,TSLA251121P00430000,"TSLA Nov 21, 2025 430.00 put",TSLA 11/21/25 430.0P,,430 Strike price TSLA,"1,116 Volume"
375,1084,PUT,TSLA251107P00375000,"TSLA Nov 7, 2025 375.00 put",TSLA 11/07/25 375.0P,,375 Strike price TSLA,"1,084 Volume"
800,1080,CALL,TSLA280121C00800000,"TSLA Jan 21, 2028 800.00 call",TSLA 01/21/28 800.0C,,800 Strike price TSLA,"1,080 Volume"
650,1070,CALL,TSLA260220C00650000,"TSLA Feb 20, 2026 650.00 call",TSLA 02/20/26 650.0C,,650 Strike price TSLA,"1,070 Volume"
900,1070,CALL,TSLA280121C00900000,"TSLA Jan 21, 2028 900.00 call",TSLA 01/21/28 900.0C,,900 Strike price TSLA,"1,070 Volume"
370,1059,PUT,TSLA251114P00370000,"TSLA Nov 14, 2025 370.00 put",TSLA 11/14/25 370.0P,,370 Strike price TSLA,"1,059 Volume"
620,1050,CALL,TSLA251107C00620000,"TSLA Nov 7, 2025 620.00 call",TSLA 11/07/25 620.0C,,620 Strike price TSLA,"1,050 Volume"
420,1048,PUT,TSLA251219P00420000,"TSLA Dec 19, 2025 420.00 put",TSLA 12/19/25 420.0P,,420 Strike price TSLA,"1,048 Volume"
562.5,1048,CALL,TSLA251107C00562500,"TSLA Nov 7, 2025 562.50 call",TSLA 11/07/25 562.5C,,563 Strike price TSLA,"1,048 Volume"
445,1044,PUT,TSLA260116P00445000,"TSLA Jan 16, 2026 445.00 put",TSLA 01/16/26 445.0P,,445 Strike price TSLA,"1,044 Volume"
385,1035,PUT,TSLA251107P00385000,"TSLA Nov 7, 2025 385.00 put",TSLA 11/07/25 385.0P,,385 Strike price TSLA,"1,035 Volume"
325,1033,PUT,TSLA251107P00325000,"TSLA Nov 7, 2025 325.00 put",TSLA 11/07/25 325.0P,,325 Strike price TSLA,"1,033 Volume"
720,1032,CALL,TSLA251114C00720000,"TSLA Nov 14, 2025 720.00 call",TSLA 11/14/25 720.0C,,720 Strike price TSLA,"1,032 Volume"
460,1025,CALL,TSLA260220C00460000,"TSLA Feb 20, 2026 460.00 call",TSLA 02/20/26 460.0C,,460 Strike price TSLA,"1,025 Volume"
502.5,1020,CALL,TSLA251114C00502500,"TSLA Nov 14, 2025 502.50 call",TSLA 11/14/25 502.5C,,503 Strike price TSLA,"1,020 Volume"
550,1016,CALL,TSLA251128C00550000,"TSLA Nov 28, 2025 550.00 call",TSLA 11/28/25 550.0C,,550 Strike price TSLA,"1,016 Volume"
480,1003,CALL,TSLA260116C00480000,"TSLA Jan 16, 2026 480.00 call",TSLA 01/16/26 480.0C,,480 Strike price TSLA,"1,003 Volume"
530,989,CALL,TSLA251121C00530000,"TSLA Nov 21, 2025 530.00 call",TSLA 11/21/25 530.0C,,530 Strike price TSLA,989 Volume
515,989,CALL,TSLA251114C00515000,"TSLA Nov 14, 2025 515.00 call",TSLA 11/14/25 515.0C,,515 Strike price TSLA,989 Volume
200,986,PUT,TSLA251107P00200000,"TSLA Nov 7, 2025 200.00 put",TSLA 11/07/25 200.0P,,200 Strike price TSLA,986 Volume
435,982,PUT,TSLA251114P00435000,"TSLA Nov 14, 2025 435.00 put",TSLA 11/14/25 435.0P,,435 Strike price TSLA,982 Volume
455,979,CALL,TSLA251219C00455000,"TSLA Dec 19, 2025 455.00 call",TSLA 12/19/25 455.0C,,455 Strike price TSLA,979 Volume
440,978,CALL,TSLA251219C00440000,"TSLA Dec 19, 2025 440.00 call",TSLA 12/19/25 440.0C,,440 Strike price TSLA,978 Volume
575,970,CALL,TSLA251107C00575000,"TSLA Nov 7, 2025 575.00 call",TSLA 11/07/25 575.0C,,575 Strike price TSLA,970 Volume
545,953,CALL,TSLA251107C00545000,"TSLA Nov 7, 2025 545.00 call",TSLA 11/07/25 545.0C,,545 Strike price TSLA,953 Volume
457.5,940,CALL,TSLA251121C00457500,"TSLA Nov 21, 2025 457.50 call",TSLA 11/21/25 457.5C,,458 Strike price TSLA,940 Volume
415,939,PUT,TSLA251114P00415000,"TSLA Nov 14, 2025 415.00 put",TSLA 11/14/25 415.0P,,415 Strike price TSLA,939 Volume
460,929,PUT,TSLA260116P00460000,"TSLA Jan 16, 2026 460.00 put",TSLA 01/16/26 460.0P,,460 Strike price TSLA,929 Volume
175,928,PUT,TSLA251107P00175000,"TSLA Nov 7, 2025 175.00 put",TSLA 11/07/25 175.0P,,175 Strike price TSLA,928 Volume
500,927,CALL,TSLA261218C00500000,"TSLA Dec 18, 2026 500.00 call",TSLA 12/18/26 500.0C,,500 Strike price TSLA,927 Volume
460,927,PUT,TSLA251121P00460000,"TSLA Nov 21, 2025 460.00 put",TSLA 11/21/25 460.0P,,460 Strike price TSLA,927 Volume
470,923,CALL,TSLA251219C00470000,"TSLA Dec 19, 2025 470.00 call",TSLA 12/19/25 470.0C,,470 Strike price TSLA,923 Volume
557.5,920,CALL,TSLA251107C00557500,"TSLA Nov 7, 2025 557.50 call",TSLA 11/07/25 557.5C,,558 Strike price TSLA,920 Volume
445,915,CALL,TSLA251205C00445000,"TSLA Dec 5, 2025 445.00 call",TSLA 12/05/25 445.0C,,445 Strike price TSLA,915 Volume
542.5,909,CALL,TSLA251114C00542500,"TSLA Nov 14, 2025 542.50 call",TSLA 11/14/25 542.5C,,543 Strike price TSLA,909 Volume
415,889,PUT,TSLA251121P00415000,"TSLA Nov 21, 2025 415.00 put",TSLA 11/21/25 415.0P,,415 Strike price TSLA,889 Volume
430,880,CALL,TSLA260116C00430000,"TSLA Jan 16, 2026 430.00 call",TSLA 01/16/26 430.0C,,430 Strike price TSLA,880 Volume
520,878,CALL,TSLA251219C00520000,"TSLA Dec 19, 2025 520.00 call",TSLA 12/19/25 520.0C,,520 Strike price TSLA,878 Volume
522.5,872,CALL,TSLA251107C00522500,"TSLA Nov 7, 2025 522.50 call",TSLA 11/07/25 522.5C,,523 Strike price TSLA,872 Volume
472.5,872,CALL,TSLA251114C00472500,"TSLA Nov 14, 2025 472.50 call",TSLA 11/14/25 472.5C,,473 Strike price TSLA,872 Volume
442.5,864,CALL,TSLA251114C00442500,"TSLA Nov 14, 2025 442.50 call",TSLA 11/14/25 442.5C,,443 Strike price TSLA,864 Volume
480,863,CALL,TSLA251128C00480000,"TSLA Nov 28, 2025 480.00 call",TSLA 11/28/25 480.0C,,480 Strike price TSLA,863 Volume
275,862,PUT,TSLA251107P00275000,"TSLA Nov 7, 2025 275.00 put",TSLA 11/07/25 275.0P,,275 Strike price TSLA,862 Volume
520,855,CALL,TSLA251121C00520000,"TSLA Nov 21, 2025 520.00 call",TSLA 11/21/25 520.0C,,520 Strike price TSLA,855 Volume
400,852,PUT,TSLA251128P00400000,"TSLA Nov 28, 2025 400.00 put",TSLA 11/28/25 400.0P,,400 Strike price TSLA,852 Volume
260,846,PUT,TSLA251121P00260000,"TSLA Nov 21, 2025 260.00 put",TSLA 11/21/25 260.0P,,260 Strike price TSLA,846 Volume
445,845,CALL,TSLA251128C00445000,"TSLA Nov 28, 2025 445.00 call",TSLA 11/28/25 445.0C,,445 Strike price TSLA,845 Volume
275,839,PUT,TSLA251121P00275000,"TSLA Nov 21, 2025 275.00 put",TSLA 11/21/25 275.0P,,275 Strike price TSLA,839 Volume
482.5,836,CALL,TSLA251114C00482500,"TSLA Nov 14, 2025 482.50 call",TSLA 11/14/25 482.5C,,483 Strike price TSLA,836 Volume
700,836,CALL,TSLA251121C00700000,"TSLA Nov 21, 2025 700.00 call",TSLA 11/21/25 700.0C,,700 Strike price TSLA,836 Volume
350,831,PUT,TSLA251219P00350000,"TSLA Dec 19, 2025 350.00 put",TSLA 12/19/25 350.0P,,350 Strike price TSLA,831 Volume
510,829,CALL,TSLA251121C00510000,"TSLA Nov 21, 2025 510.00 call",TSLA 11/21/25 510.0C,,510 Strike price TSLA,829 Volume
490,821,PUT,TSLA251107P00490000,"TSLA Nov 7, 2025 490.00 put",TSLA 11/07/25 490.0P,,490 Strike price TSLA,821 Volume
450,819,PUT,TSLA251219P00450000,"TSLA Dec 19, 2025 450.00 put",TSLA 12/19/25 450.0P,,450 Strike price TSLA,819 Volume
700,819,CALL,TSLA260116C00700000,"TSLA Jan 16, 2026 700.00 call",TSLA 01/16/26 700.0C,,700 Strike price TSLA,819 Volume
445,813,CALL,TSLA251219C00445000,"TSLA Dec 19, 2025 445.00 call",TSLA 12/19/25 445.0C,,445 Strike price TSLA,813 Volume
560,804,CALL,TSLA251107C00560000,"TSLA Nov 7, 2025 560.00 call",TSLA 11/07/25 560.0C,,560 Strike price TSLA,804 Volume
320,797,PUT,TSLA260220P00320000,"TSLA Feb 20, 2026 320.00 put",TSLA 02/20/26 320.0P,,320 Strike price TSLA,797 Volume
310,786,PUT,TSLA251107P00310000,"TSLA Nov 7, 2025 310.00 put",TSLA 11/07/25 310.0P,,310 Strike price TSLA,786 Volume
400,782,PUT,TSLA260116P00400000,"TSLA Jan 16, 2026 400.00 put",TSLA 01/16/26 400.0P,,400 Strike price TSLA,782 Volume
350,779,PUT,TSLA251121P00350000,"TSLA Nov 21, 2025 350.00 put",TSLA 11/21/25 350.0P,,350 Strike price TSLA,779 Volume
565,777,CALL,TSLA251107C00565000,"TSLA Nov 7, 2025 565.00 call",TSLA 11/07/25 565.0C,,565 Strike price TSLA,777 Volume
960,776,CALL,TSLA260116C00960000,"TSLA Jan 16, 2026 960.00 call",TSLA 01/16/26 960.0C,,960 Strike price TSLA,776 Volume
295,775,PUT,TSLA251114P00295000,"TSLA Nov 14, 2025 295.00 put",TSLA 11/14/25 295.0P,,295 Strike price TSLA,775 Volume
480,774,PUT,TSLA251121P00480000,"TSLA Nov 21, 2025 480.00 put",TSLA 11/21/25 480.0P,,480 Strike price TSLA,774 Volume
600,771,CALL,TSLA260618C00600000,"TSLA Jun 18, 2026 600.00 call",TSLA 06/18/26 600.0C,,600 Strike price TSLA,771 Volume
380,769,PUT,TSLA251114P00380000,"TSLA Nov 14, 2025 380.00 put",TSLA 11/14/25 380.0P,,380 Strike price TSLA,769 Volume
640,767,CALL,TSLA260220C00640000,"TSLA Feb 20, 2026 640.00 call",TSLA 02/20/26 640.0C,,640 Strike price TSLA,767 Volume
455,767,CALL,TSLA251128C00455000,"TSLA Nov 28, 2025 455.00 call",TSLA 11/28/25 455.0C,,455 Strike price TSLA,767 Volume
377.5,765,PUT,TSLA251107P00377500,"TSLA Nov 7, 2025 377.50 put",TSLA 11/07/25 377.5P,,378 Strike price TSLA,765 Volume
450,765,PUT,TSLA251128P00450000,"TSLA Nov 28, 2025 450.00 put",TSLA 11/28/25 450.0P,,450 Strike price TSLA,765 Volume
390,759,PUT,TSLA251114P00390000,"TSLA Nov 14, 2025 390.00 put",TSLA 11/14/25 390.0P,,390 Strike price TSLA,759 Volume
475,757,CALL,TSLA251219C00475000,"TSLA Dec 19, 2025 475.00 call",TSLA 12/19/25 475.0C,,475 Strike price TSLA,757 Volume
347.5,752,PUT,TSLA251107P00347500,"TSLA Nov 7, 2025 347.50 put",TSLA 11/07/25 347.5P,,348 Strike price TSLA,752 Volume
365,747,PUT,TSLA251121P00365000,"TSLA Nov 21, 2025 365.00 put",TSLA 11/21/25 365.0P,,365 Strike price TSLA,747 Volume
425,745,CALL,TSLA251114C00425000,"TSLA Nov 14, 2025 425.00 call",TSLA 11/14/25 425.0C,,425 Strike price TSLA,745 Volume
427.5,745,PUT,TSLA251114P00427500,"TSLA Nov 14, 2025 427.50 put",TSLA 11/14/25 427.5P,,428 Strike price TSLA,745 Volume
405,743,PUT,TSLA251114P00405000,"TSLA Nov 14, 2025 405.00 put",TSLA 11/14/25 405.0P,,405 Strike price TSLA,743 Volume
457.5,739,PUT,TSLA251114P00457500,"TSLA Nov 14, 2025 457.50 put",TSLA 11/14/25 457.5P,,458 Strike price TSLA,739 Volume
380,736,PUT,TSLA260116P00380000,"TSLA Jan 16, 2026 380.00 put",TSLA 01/16/26 380.0P,,380 Strike price TSLA,736 Volume
437.5,736,PUT,TSLA251121P00437500,"TSLA Nov 21, 2025 437.50 put",TSLA 11/21/25 437.5P,,438 Strike price TSLA,736 Volume
300,734,PUT,TSLA251107P00300000,"TSLA Nov 7, 2025 300.00 put",TSLA 11/07/25 300.0P,,300 Strike price TSLA,734 Volume
382.5,731,PUT,TSLA251114P00382500,"TSLA Nov 14, 2025 382.50 put",TSLA 11/14/25 382.5P,,383 Strike price TSLA,731 Volume
555,730,CALL,TSLA251107C00555000,"TSLA Nov 7, 2025 555.00 call",TSLA 11/07/25 555.0C,,555 Strike price TSLA,730 Volume
527.5,729,CALL,TSLA251107C00527500,"TSLA Nov 7, 2025 527.50 call",TSLA 11/07/25 527.5C,,528 Strike price TSLA,729 Volume
335,725,PUT,TSLA251107P00335000,"TSLA Nov 7, 2025 335.00 put",TSLA 11/07/25 335.0P,,335 Strike price TSLA,725 Volume
355,722,PUT,TSLA251107P00355000,"TSLA Nov 7, 2025 355.00 put",TSLA 11/07/25 355.0P,,355 Strike price TSLA,722 Volume
960,721,CALL,TSLA270115C00960000,"TSLA Jan 15, 2027 960.00 call",TSLA 01/15/27 960.0C,,960 Strike price TSLA,721 Volume
470,718,PUT,TSLA251121P00470000,"TSLA Nov 21, 2025 470.00 put",TSLA 11/21/25 470.0P,,470 Strike price TSLA,718 Volume
465,716,CALL,TSLA251219C00465000,"TSLA Dec 19, 2025 465.00 call",TSLA 12/19/25 465.0C,,465 Strike price TSLA,716 Volume
440,707,PUT,TSLA260116P00440000,"TSLA Jan 16, 2026 440.00 put",TSLA 01/16/26 440.0P,,440 Strike price TSLA,707 Volume
200,707,PUT,TSLA251219P00200000,"TSLA Dec 19, 2025 200.00 put",TSLA 12/19/25 200.0P,,200 Strike price TSLA,707 Volume
300,701,PUT,TSLA251114P00300000,"TSLA Nov 14, 2025 300.00 put",TSLA 11/14/25 300.0P,,300 Strike price TSLA,701 Volume
930,701,CALL,TSLA260821C00930000,"TSLA Aug 21, 2026 930.00 call",TSLA 08/21/26 930.0C,,930 Strike price TSLA,701 Volume
280,700,PUT,TSLA251107P00280000,"TSLA Nov 7, 2025 280.00 put",TSLA 11/07/25 280.0P,,280 Strike price TSLA,700 Volume
380,696,PUT,TSLA251121P00380000,"TSLA Nov 21, 2025 380.00 put",TSLA 11/21/25 380.0P,,380 Strike price TSLA,696 Volume
265,691,PUT,TSLA251121P00265000,"TSLA Nov 21, 2025 265.00 put",TSLA 11/21/25 265.0P,,265 Strike price TSLA,691 Volume
220,690,PUT,TSLA251107P00220000,"TSLA Nov 7, 2025 220.00 put",TSLA 11/07/25 220.0P,,220 Strike price TSLA,690 Volume
400,686,PUT,TSLA251219P00400000,"TSLA Dec 19, 2025 400.00 put",TSLA 12/19/25 400.0P,,400 Strike price TSLA,686 Volume
210,686,PUT,TSLA251114P00210000,"TSLA Nov 14, 2025 210.00 put",TSLA 11/14/25 210.0P,,210 Strike price TSLA,686 Volume
452.5,686,PUT,TSLA251121P00452500,"TSLA Nov 21, 2025 452.50 put",TSLA 11/21/25 452.5P,,453 Strike price TSLA,686 Volume
395,682,PUT,TSLA251114P00395000,"TSLA Nov 14, 2025 395.00 put",TSLA 11/14/25 395.0P,,395 Strike price TSLA,682 Volume
250,682,CALL,TSLA260918C00250000,"TSLA Sep 18, 2026 250.00 call",TSLA 09/18/26 250.0C,,250 Strike price TSLA,682 Volume
360,680,PUT,TSLA251219P00360000,"TSLA Dec 19, 2025 360.00 put",TSLA 12/19/25 360.0P,,360 Strike price TSLA,680 Volume
340,675,PUT,TSLA251114P00340000,"TSLA Nov 14, 2025 340.00 put",TSLA 11/14/25 340.0P,,340 Strike price TSLA,675 Volume
550,673,CALL,TSLA261218C00550000,"TSLA Dec 18, 2026 550.00 call",TSLA 12/18/26 550.0C,,550 Strike price TSLA,673 Volume
460,670,CALL,TSLA251205C00460000,"TSLA Dec 5, 2025 460.00 call",TSLA 12/05/25 460.0C,,460 Strike price TSLA,670 Volume
542.5,668,CALL,TSLA251107C00542500,"TSLA Nov 7, 2025 542.50 call",TSLA 11/07/25 542.5C,,543 Strike price TSLA,668 Volume
225,664,PUT,TSLA251107P00225000,"TSLA Nov 7, 2025 225.00 put",TSLA 11/07/25 225.0P,,225 Strike price TSLA,664 Volume
425,663,PUT,TSLA251121P00425000,"TSLA Nov 21, 2025 425.00 put",TSLA 11/21/25 425.0P,,425 Strike price TSLA,663 Volume
447.5,658,PUT,TSLA251121P00447500,"TSLA Nov 21, 2025 447.50 put",TSLA 11/21/25 447.5P,,448 Strike price TSLA,658 Volume
390,656,PUT,TSLA251121P00390000,"TSLA Nov 21, 2025 390.00 put",TSLA 11/21/25 390.0P,,390 Strike price TSLA,656 Volume
555,645,CALL,TSLA251219C00555000,"TSLA Dec 19, 2025 555.00 call",TSLA 12/19/25 555.0C,,555 Strike price TSLA,645 Volume
432.5,644,PUT,TSLA251114P00432500,"TSLA Nov 14, 2025 432.50 put",TSLA 11/14/25 432.5P,,433 Strike price TSLA,644 Volume
442.5,641,PUT,TSLA251121P00442500,"TSLA Nov 21, 2025 442.50 put",TSLA 11/21/25 442.5P,,443 Strike price TSLA,641 Volume
465,640,CALL,TSLA251128C00465000,"TSLA Nov 28, 2025 465.00 call",TSLA 11/28/25 465.0C,,465 Strike price TSLA,640 Volume
420,634,CALL,TSLA260116C00420000,"TSLA Jan 16, 2026 420.00 call",TSLA 01/16/26 420.0C,,420 Strike price TSLA,634 Volume
285,633,PUT,TSLA251121P00285000,"TSLA Nov 21, 2025 285.00 put",TSLA 11/21/25 285.0P,,285 Strike price TSLA,633 Volume
440,632,PUT,TSLA251205P00440000,"TSLA Dec 5, 2025 440.00 put",TSLA 12/05/25 440.0P,,440 Strike price TSLA,632 Volume
432.5,627,CALL,TSLA251107C00432500,"TSLA Nov 7, 2025 432.50 call",TSLA 11/07/25 432.5C,,433 Strike price TSLA,627 Volume
455,625,PUT,TSLA251121P00455000,"TSLA Nov 21, 2025 455.00 put",TSLA 11/21/25 455.0P,,455 Strike price TSLA,625 Volume
385,625,PUT,TSLA251121P00385000,"TSLA Nov 21, 2025 385.00 put",TSLA 11/21/25 385.0P,,385 Strike price TSLA,625 Volume
700,625,CALL,TSLA260320C00700000,"TSLA Mar 20, 2026 700.00 call",TSLA 03/20/26 700.0C,,700 Strike price TSLA,625 Volume
600,622,CALL,TSLA260320C00600000,"TSLA Mar 20, 2026 600.00 call",TSLA 03/20/26 600.0C,,600 Strike price TSLA,622 Volume
650,622,CALL,TSLA251219C00650000,"TSLA Dec 19, 2025 650.00 call",TSLA 12/19/25 650.0C,,650 Strike price TSLA,622 Volume
570,621,CALL,TSLA251114C00570000,"TSLA Nov 14, 2025 570.00 call",TSLA 11/14/25 570.0C,,570 Strike price TSLA,621 Volume
520,618,CALL,TSLA260116C00520000,"TSLA Jan 16, 2026 520.00 call",TSLA 01/16/26 520.0C,,520 Strike price TSLA,618 Volume
630,613,CALL,TSLA251219C00630000,"TSLA Dec 19, 2025 630.00 call",TSLA 12/19/25 630.0C,,630 Strike price TSLA,613 Volume
437.5,610,PUT,TSLA251114P00437500,"TSLA Nov 14, 2025 437.50 put",TSLA 11/14/25 437.5P,,438 Strike price TSLA,610 Volume
340,610,PUT,TSLA251121P00340000,"TSLA Nov 21, 2025 340.00 put",TSLA 11/21/25 340.0P,,340 Strike price TSLA,610 Volume
270,609,PUT,TSLA260220P00270000,"TSLA Feb 20, 2026 270.00 put",TSLA 02/20/26 270.0P,,270 Strike price TSLA,609 Volume
350,606,PUT,TSLA260116P00350000,"TSLA Jan 16, 2026 350.00 put",TSLA 01/16/26 350.0P,,350 Strike price TSLA,606 Volume
360,603,PUT,TSLA251107P00360000,"TSLA Nov 7, 2025 360.00 put",TSLA 11/07/25 360.0P,,360 Strike price TSLA,603 Volume
370,600,PUT,TSLA251121P00370000,"TSLA Nov 21, 2025 370.00 put",TSLA 11/21/25 370.0P,,370 Strike price TSLA,600 Volume
472.5,595,PUT,TSLA251107P00472500,"TSLA Nov 7, 2025 472.50 put",TSLA 11/07/25 472.5P,,473 Strike price TSLA,595 Volume
372.5,593,PUT,TSLA251107P00372500,"TSLA Nov 7, 2025 372.50 put",TSLA 11/07/25 372.5P,,373 Strike price TSLA,593 Volume
450,588,CALL,TSLA260220C00450000,"TSLA Feb 20, 2026 450.00 call",TSLA 02/20/26 450.0C,,450 Strike price TSLA,588 Volume
435,586,PUT,TSLA251121P00435000,"TSLA Nov 21, 2025 435.00 put",TSLA 11/21/25 435.0P,,435 Strike price TSLA,586 Volume
395,585,PUT,TSLA251121P00395000,"TSLA Nov 21, 2025 395.00 put",TSLA 11/21/25 395.0P,,395 Strike price TSLA,585 Volume
537.5,580,CALL,TSLA251107C00537500,"TSLA Nov 7, 2025 537.50 call",TSLA 11/07/25 537.5C,,538 Strike price TSLA,580 Volume
255,579,PUT,TSLA251107P00255000,"TSLA Nov 7, 2025 255.00 put",TSLA 11/07/25 255.0P,,255 Strike price TSLA,579 Volume
540,576,CALL,TSLA260220C00540000,"TSLA Feb 20, 2026 540.00 call",TSLA 02/20/26 540.0C,,540 Strike price TSLA,576 Volume
250,570,PUT,TSLA251121P00250000,"TSLA Nov 21, 2025 250.00 put",TSLA 11/21/25 250.0P,,250 Strike price TSLA,570 Volume
445,566,CALL,TSLA260116C00445000,"TSLA Jan 16, 2026 445.00 call",TSLA 01/16/26 445.0C,,445 Strike price TSLA,566 Volume
422.5,563,PUT,TSLA251114P00422500,"TSLA Nov 14, 2025 422.50 put",TSLA 11/14/25 422.5P,,423 Strike price TSLA,563 Volume
415,551,CALL,TSLA251107C00415000,"TSLA Nov 7, 2025 415.00 call",TSLA 11/07/25 415.0C,,415 Strike price TSLA,551 Volume
550,547,CALL,TSLA260417C00550000,"TSLA Apr 17, 2026 550.00 call",TSLA 04/17/26 550.0C,,550 Strike price TSLA,547 Volume
535,542,CALL,TSLA251114C00535000,"TSLA Nov 14, 2025 535.00 call",TSLA 11/14/25 535.0C,,535 Strike price TSLA,542 Volume
470,539,CALL,TSLA260220C00470000,"TSLA Feb 20, 2026 470.00 call",TSLA 02/20/26 470.0C,,470 Strike price TSLA,539 Volume
600,538,CALL,TSLA251128C00600000,"TSLA Nov 28, 2025 600.00 call",TSLA 11/28/25 600.0C,,600 Strike price TSLA,538 Volume
400,538,CALL,TSLA251219C00400000,"TSLA Dec 19, 2025 400.00 call",TSLA 12/19/25 400.0C,,400 Strike price TSLA,538 Volume
620,533,CALL,TSLA251121C00620000,"TSLA Nov 21, 2025 620.00 call",TSLA 11/21/25 620.0C,,620 Strike price TSLA,533 Volume
180,528,PUT,TSLA251107P00180000,"TSLA Nov 7, 2025 180.00 put",TSLA 11/07/25 180.0P,,180 Strike price TSLA,528 Volume
